Report_ID,Event_Date,Age,Nature,Establishment,Summary,Degree
0626700,08/22/2013,38,Other,"Troy Construction, Llc","At 10:45 a.m. on August 22, 2013, Employee #1, was working as a flagger on a  highway for a crude pipeline installation job. A motorist driving a pick up  truck failed to follow the stop sign and struck the employee with his vehicle,  carrying him approximately 150 feet. Employee #1 was killed on impact.",Fatality
0626600,08/21/2013,51,Electric Shock,T-5 Construction Inc,"At 8:15 a.m. on August 21, 2013, Employee #1 was rotating the turntable of a  Kamatsu 270 excavator as lubricant was being applied.  Prior to rotating the  turn table, the boom and bucket were lifted seven feet to clear any  obstructions around the vehicle, and to make it easier to lubricate. As  Employee #1 began to spin the turn table clockwise, the right-side knuckle of  the boom struck a 7,200 KV power line which was above the excavator.  Employee  #1 was electrocuted and killed.",Fatality
0626000,08/11/2013,22,Concussion,Ritter Construction Company,"At 10:00 p.m. on August 11, 2013, Employee #1 placed the jaws of a 60 inch  pipe wrench on a 20 foot pipe section that was going to be installed into the  preceeding pipe. The pipe wrench was used as a ""back-up"" to hold the pipe  section in place while a boring machine threaded the pipe sections together.  As the pipeline was rotated by the boring machine, it became wedged in the  bore and then suddenly sprang free, creating a spinning, rotating hazard.  Employee #1, who was holding the pipe wrench, was struck on the right side of  his head by the flying pipe wrench, crushing his skull, and killing him.",Fatality
0830600,07/03/2013,32,Bruise/Contus/Abras,"Midwest Mole, Inc","At 12:45 p.m. on July 3, 2013, an employee was struck by a flying shackle  caused by a sudden release of tension when pulling a 16 inch pipe into a hole  by a track excavator.  The shackle was rated as having a 17 ton lifting  capacity with a 1- 17.32 diameter threaded pin.  The employee was killed when  struck by the shackle.",Fatality
0950612,06/20/2013,,Other,Underground Construction Co Inc.,"On June 20, 2013, Employee #1, of Underground Construction Co. Inc., was working at a pipeline construction site. As he was installing plastic sheeting under a portable toilet, he collapsed. Emergency services were called. Employee #1 was transported to Watsonville Community Hospital. Employee #1 died. The subsequent investigation report did not reveal a cause of death.",Fatality
0625400,05/21/2013,42,Other,Npl Construction Company,"At 10:55 a.m. on May 21, 2013, an employee was driving a side boom  tractor/pipelayer up a steep hill with an approximately 17 degree incline. The  employee lost control of the machine as it traveled down the hill striking the  trencher machine and landing in the trench crushing the employee in between  the trench and the machine killing him.",Fatality
0626600,04/22/2013,27,Other,"Sunland Construction, Inc.","At 10:07 a.m. on April 22, 2013, an employee was picking up pieces of wood  called skids to set under pipes waiting to be moved into the excavation. Loose  skids were in proximity of the excavator, and the employee was walking towards  the working excavator and stationary pipe. Employee #1 entered the swing area  of a Komatsu PC310LC-10 hydraulic excavator and he couldn't hear the formen  and spotter yelling at him to get out of the swing area. Employee #1 was  caught between the excavator's counterweight and the staged piping. Employee  #1 died at the scene from his injuries. The employee sustained crushing  injuries of the chest and shoulder.",Fatality
0627700,04/18/2013,20,Other,"Bennett Construction, Inc. ","At 2:00 p.m. on April 18, 2013, an employee and a co-worker were rigging a  pipe to the side boom. The side boom operator started manuvering the pipe,  moving the side boom in reverse, and in an angled direction.  The employee was  still holding onto the pipe on the side next to the side boom as the tag-line  holder (the co-worker) grabbed the pipe from the opposite side, away from the  side boom.  The employee was walking behind the side boom as it travelled in a  reverse direction.  Just before getting to the pipe bender, apparently the  employee somehow fell and was run over by the side boom as it travelled  backwards. The employee was then crushed by the side boom as the track of the  side boom ran over the employee. He was killed.",Fatality
0950647,03/13/2013,,Fracture,Tic-The Industrial Co Dba The Industrial Co,"On March 13, 2013, an industrial forklift operator, employed by TIC - The Industrial Company, a power plant/industrial contractor, was driving on a narrow paved public road. He was proceeding to a construction lease site to pick up a load of acetylene and oxygen tanks. He was driving a JLG Telehandler Model G12-55A with telescoping boom, Serial Number 0160037826, manufactured in 2009 by JLG Industries Inc. As the road he was driving on traversed a hillside, the forklift rolled over and off the hill. Employee #1 was transported to Kern Medical Center, admitted to the intensive care unit (ICU), and treated for a serious head fracture. After two weeks in ICU, Employee #1 died.",Fatality
0627510,02/16/2013,22,Other,"Sterling Construction Management, Llc","At 12:00 p.m. on February 16, 2013, an employee was spotting for a bulldozer  operator. When the D8 bulldozer stopped briefly, the employee jumped on the  tracks and was killed from crushing injuries.",Fatality
0854910,01/09/2013,,Other,Rjtaylor-Wyatt Llc,"On January 9, 2013, Employee #1, employed by an oil and gas pipeline contractor, was working on a pipeline construction project. He was setting a 40-foot section of 12-inch pipe into the bending machine. The machine started to slide on the frozen ground. The employee wrapped his arm around the pipe to prevent the machine from sliding. The bending machine fell into the trench. The employee, who was holding onto the pipe, was pushed into the trench and struck on the head. The employee was killed.",Fatality
0316400,12/16/2012,44,Other,"Precision Pipeline, Llc","At approximately 6:35 p.m. on December 16, 2012, Employee #1 and a coworker,  both operating Caterpillar excavators, were moving a 16 inch diameter pipe  that was 150 foot long. They were moving it with both the excavators. While  maneuvering, the excavators one end of the pipe swung forward and entered the  cab of Employee #1s excavator.  Employee #1 was struck by the pipe in the  chest and abdomen and was killed.",Fatality
0950647,10/24/2012,,Fracture,"Southern Sierra General Engineering, Inc.","At approximately 9:15 a.m. on October 24, 2012, Employee #1 was working as a welder for a general engineering contractor that provided services to a client base in the petroleum and gas field industries. Employee #1 was not a bystander during the incident. Employee #1 was a fulltime permanent employee of the employer. Employee #1 was in his employer's yard, where he was cutting a leg off an 8 inch (200 millimeter) I-beam that was being used as a ""Sampson post."" The Sampson post was attached to an oilfield oil well pumping unit. To do this, he was using an oxygen-acetylene torch. As Employee #1 made the final cut through the I-beam, it twisted off the steel stanchions supporting it and fell on Employee #1's left foot. The Sampson post had not been secured by a forklift or crane to prevent the post from twisting and falling off the steel stanchions. Employee #1 sustained a fracture and other injury to his left foot. The employer notified the Division at 8:02 p.m. on Oct. 24, 2012.",Hospitalized injury
0453710,08/27/2012,,Bruise/Contus/Abras,Troy Construction Llc,"On August 27, 2012, Employee #1 and #2 were working near a side boom crane. While laboring, they were struck by metal cables from the crane. Employee #1 received a strike to his body, and Employee #2 was struck in the head. Both employees were transported to a medical center. Employee #2 received medical attention and was then released. Employee #1 underwent medical treatment and was then hospitalized for two days.",Hospitalized injury
0854910,07/16/2012,,Burn/Scald(Heat),Badlanderz Inc,"On July 16, 2012, an employee, of Badlanderz, Inc., was working at a new tank construction project. He was grinding/welding near a previously used component that was being installed. Vapors ignited, and the employee was critically burned. The employee was hospitalized. On August 8, 2012, the employee died from his injuries.",Fatality
0419400,06/14/2012,46,Asphyxia,M. G. Dyess Inc.,"At approximately 2:15 p.m. on June 14, 2012, an employee was traveling down a  steep hill hauling a load of 14 steel pipes (16-in. diameter, 60-ft long, and  each weighing 3700 lbs). The employee suddenly slammed on brakes causing four  of the six straps securing the load to break and the load to shift forward  crushing the cab of the truck. The employee was crushed and killed.",Fatality
0626600,06/02/2012,48,Cut/Laceration,"L-Con, Inc.","At approximately 8:15 a.m. on June 2, 2012, an employee was using an arc  welder to weld a flange piece onto the end of a recently cut pipe for pipe  revisions. A pipe that had contained crude oil had been cut and a Foreman's  Night Cap (Plumber's Plug) had been installed approximately two feet into the  open end of the pipe.  The remnants of the crude oil between the cut and of  the pipe and the Plumber's Plug had been wiped up with an absorbent pad.  The  Flange was placed over the end of the pipe and the employee began welding.  The next day, the employee continued welding operations.  An explosion  occurred and the Plumber's Plug blew out of the open end of the pipe, striking  the employee. The employee was decapitated by the exploding fragments of the  Plumber's Plug.",Fatality
0522000,04/26/2012,23,Electric Shock,Miller Pipeline Corporation,"At approximately 2:30 p.m. on April 26, 2012, Employee #1 was attempting to  stop a water leak on an aged incoming 1 in. galvanized water service pipeline.  He had installed a gas service utility within the crawl space area of a  single-family home, when he damaged the incoming water service line. The gas  service was installed alongside the aged water service line. Employee #1  noticed the water service had started to leak. He tried to stop the leak by  grasping his hand around the pipe. However, this worsened the water leak and  caused the separation of the pipe. The water service had separated at the  meter near the dirt floor level. While trying to fix the separated pipe,  Employee #1 received an electric shock from house supply current or the  induced ground potential triggered by the water saturation to electrical  equipment and the surrounding work zone. Employee #1 called for help. He was  unable to free himself and let go of the galvanized water service pipeline.  The homeowner alerted outside workers that Employee #1 was under the house and  calling for help. The foreman turned off the electric power to the house by  pulling the house meter. The foreman then crawled into the crawl space and  pulled Employee #1 from the adjacent lower basement concrete floor. Employee  #1 was found without a pulse and was unconscious. The foreman administers  cardiopulmonary resuscitation and revived him. Emergency medical personnel  were called and they arrived within minutes. Employee #1 was transported to a  medical center, where he received medical attention and was then later  released from the hospital.",Non Hospitalized injury
0950621,04/06/2012,,Cut/Laceration,The Hdd Company Inc,"On April 6, 2012, Employee #1 was winding a 3 in. high-density polyethylene pipe. As he wound the piping, it sprung back and struck him in his head. He sustained unspecified head injuries. Employee #1 was transported to a medical center. At the medical center, Employee #1 received treatment and was released within three hours.",Non Hospitalized injury
0830300,04/02/2012,58,Concussion,A&R Construction,"At 1:00 p.m. on April 2, 2012, a work crew was in the process of off-loading  50-foot lengths of pipe from a flatbed truck one at a time while driving  through a pasture toward the well site.The truck was traveling up a steep  grade on a slant toward the passenger side of the truck.  Employee #1 and two  other employees were on the top of the pipe sliding them off the back as the  truck was driving.  The truck began to bounce trying to drive up the grade  causing the pipe to slide off the truck.  Employee #1 attempted to hold down  the pipe and was flung off the truck with the 50-foot length of pipe and was  slammed to the ground.  Employee #1 struck the back of his head against the  ground when the pipe flung him off the truck and was killed.",Fatality
0454721,03/06/2012,,Burn/Scald(Heat),J.V. Industrial Companies Limited Partnership,"Employe #1, Employee #2 and Employee #3 were performing blind installation activities at a pipe outlet flange, connected to the KO Drum and piping to a tower. The tower began to ignite once the flange was opened. A few minutes later, an explosion occurred. Employee #3 was standing on the catwalk several feet away from Employee #1 and Employee #2 when the explosion occurred. Employee #1, Employee #2 and Employee #3 were hospitalized, Employee #1 burns to approximately 90 percent his body, Employee #2 suffered burns to approximatley 65 percent of his body and Employee #3 suffered burns to approximately 45 percent of his body. Employee #1 passed away, Employee #2 and Employee #3, did survive the event, and were hospitalized for an extended amount of time.",Fatality
0950643,02/22/2012,,Cut/Laceration,Gene Watson Construction,"At 8:20 a.m. on February 22, 2012, Employee #1, with an oilfield and construction company, was preparing to weld two sections of pipe. The pipe had been lifted out of a trench to facilitate the welding. While walking towards the trench, Employee #1 tripped on his welding lead, fell, and his left torso struck the pipe. He was transported to San Joaquin Hospital, and then transferred to Kern Medical Center, where he was admitted for treatment of a ruptured spleen and a lacerated liver.",Hospitalized injury
0317700,01/03/2012,,Amputation,Appalachian Pipeline Contractors Llp,Employee # 1 was using an unspecified material handling equipment. His leg was amputated when struck by the equipment. No other details were provided in the original abstract.,Hospitalized injury
0950621,09/16/2011,,Amputation,Underground Solutions Inc.,"At approximately 3:30 p.m. on September 16, 2011, Employee #1, a field technician, was servicing a McElroy T618 fusion machine. He was checking the gap spacing between two pieces of PVC pipe to be fused, which is also known as gap testing. The machine required a minimal gap in order for proper heating and fusing of two pipes. The gap spacing was assessed via holding a piece of paper between the pipes, which are brought together through initiation of the carriage control. While he was conducting the test, he became distracted and his hand slipped in between the two pipes. The two pipes caught his thumb and partially amputated it. Employee #1 was transported to a medical center, where he underwent treatment and was hospitalized for postoperative care. Additional information about the accident was collected, which involved the following: The manufacturer stated that the machine required the use of two hands for operation and material placement. The machine had safety control feature that assist in avoidance of inadvertent contact when the pipes are drawn together. The employer has since established and implemented new procedures as well as a new measuring tool for gap testing. Additionally, the employer has an injury and illness prevention program that includes training on lockout/tagout requirements for involved equipment.",Hospitalized injury
0111100,07/27/2011,,Other,Bowdoin Excavation Llc,"Shortly before 3:00 p.m on July 27, 2011, Employee #1, a 23-year-old laborer, and Employee #2, a backhoe loader operator, were working at the site of a previously excavated trench, part of a natural gas line project in Bangor, Maine. Employee #2 was driving a Caterpillar 420E backhoe loader across a steep slope (measuring 32 to 40 degrees) located above the trench. Employee #1 was positioned on the downhill side of the slope, a position inappropriate for his task. The backhoe loader's bucket, a side dump unit, was loaded with gravel. As Employee #2 drove the backhoe loader forward while side dumping the gravel, the backhoe loader overturned. Employee #1 was killed when the backhoe frame struck him and crushed his chest. Employee #2 received minor cuts and bruises. Both employees were employed by Bowdoin Excavation LLC, North Yarmouth, Maine.",Fatality
0626000,05/20/2011,,Heat Exhaustion,"Loutex Contractors, Inc.","On May 20, 2011, Employee #1 was working as a welder's helper. Employee #1 was killed due to potential heat stress. No other details were provided in the original narrative.",Fatality
1054116,03/14/2011,,Fracture,Rockford Corp,"On March 14, 2011, Employee #1, a laborer on a gas line project, with Rockford Corp., was struck and crushed between two sections of pipe. He was caught between a cribbed section of pipe and a suspended pipe that was in motion from a side boom. He sustained broken ribs and upper chest injury from the impact and was flown to the hospital.",Hospitalized injury
0953210,02/18/2011,,Other,"Precision Pipeline, Llc","At approximately 11:30 a.m. on February 18, 2011, Employee #1 (Side boom operator), working for Precision Pipeline, LLC., was driving his piece of equipment over a small hill and the Side boom started to drift to the left side (north) of the ROW (Right of Way). Employee # 1 turned the Side boom directly into the steep embankment after realizing that the boom was increasing in speed. The Side boom traveled approximately 200 yards before coming to a stop and rolled over onto the counter weight side of the equipment. Employee #1 was trapped between the boom and the tracks on the Side boom. Employee #1 suffered unspecified injuries.",Hospitalized injury
0317700,02/01/2011,,Other,West Penn Energy Services Llc,"On February 1, 2011, Employee #1, a 50-year-old male, was working with a seeding/mulching four-man crew for West Penn Energy Services LLC and were performing landscaping services at a natural gas pipe line site near Galeton, PA. After a brief meeting with the four-man crew, the crew leader directed a laborer to back his company truck up so the mulching crew could get to their equipment. The truck was a 2005 Ford F550 service truck with tool boxes on each side and some extraneous equipment in the bed that partially blocked the rear view from the driver's seat. After the laborer started the truck, he put it into reverse and left it idle backwards. Employee #1 and a coworker were walking behind the truck and were struck by the rear of the truck. Both Employee #1 and the coworker were knocked to the ground. The coworker fell to the side, and Employee #1 fell directly behind the truck. The coworker to the side was able to escape the truck's path, but Employee #1 was run over. The truck was stopped with Employee #1 still under it. Coworkers checked Employee #1 for a pulse but found none. Emergency Medical Services were summoned, and Employee #1 was pronounced dead at the scene by a Deputy County Coroner from Bradford County.",Fatality
0950663,01/28/2011,,Fracture,Diamond Refractory Service,"At about 3:30 a.m. on January 28th, 2011, an employee was working with two coworkers inside the carbon monoxide flue duct removing refractory. This accident site was an oil refinery that processes crude oil into saleable petroleum products. The turnaround work involved in the accident consisted of refractory removal inside a flue duct that was associated with the FCCU. The work crew was moved to a new confined space area in the Duct works because the refractory needed to be immediately removed at the location. The employer required the workers removing refractory to work within four feet of the leading edge associated with the 28 foot vertical fall hazard. Because of the heavy weight of the rivet buster, the work crew traded off using the tool until one got tired. The employee had finished using the rivet buster, and he handed the tool to a coworker. For an unknown reason, he walked the wrong direction into vertical flue duct section. The employee fell 28 feet onto a staging area. The employee's supervisor did not work in the permit confined with the workers. The employee and three coworkers were in a confined space adjacent to the fall hazard. All the employees, including the supervisor, required for all the permitted flue duct spaces to be ""100 percent tie off"". Nobody was tied-off, because no anchor points were established in the duct. The following factors contributed to the accident: 1) lack of barrier restricting the movement by the fall hazard at the duct, and 2) lack of fall protection for workers inside the duct as required by the confined space permit. The employee sustained a broken femur and compound fracture of his left arm.",Hospitalized injury
0627100,01/24/2011,,Fracture,Arklahoma Pipeline Inc.,"On January 24, 2011, Employees #1 and a coworker were involved with loading piping onto a flatbed trailer. The coworker was sitting in the cab of a Case 521 E tractor with its forks resting on three layers of stacked pipe on the flatbed trailer. Employee #1 was standing on the trailer's platform at an approximate height of 43.25 in. and manually rolling one pipe. The pipe had an approximate length of 40 ft, an approximate outside diameter of 6 in., and an approximate weight of 544 lb. As the piping roll off the right fork of the tractor, the end of the pipe kicked up approximately 15 in and knocked Employee #1 off the platform. He fell and struck a gravel surface, sustaining a fractured hand and fractured vertebrae. Emergency medical personnel were summoned. They arrived and transported him to a hospital. Employee #1 left this hospital and was transferred to another medical center. While undergoing surgical procedures and receiving medical care, he contracted a fatal staphylococcal infection that killed him. He died on April 17, 2011.",Fatality
0953210,12/07/2010,,Other,"Precision Pipeline, Llc.","At approximately 2:30 p.m. on December 7, 2010, Employee #1 and Coworker #1 were working on a gas pipeline excavation project. Employee #1 and Coworker #1 were assigned the task of buffing the welded joint of a 42-inch diameter gas pipeline. The section consisted of ten eighty-foot pieces welded together, each weighing 21,280 pounds for a total weight of 212,800 pounds. The pipe section was supported at various locations by wooden structures known in the trade as ""skids"" or cribbing. Employee #1 was between the pipe and the excavation, and Coworker #1 was on the work side of the pipe on the opposite side. The center of the pipe section had shifted away from the excavation due to temperature changes and management had decided to adjust the position of the section back toward the excavation in order to maintain proper alignment. Two Caterpillar model 583T pipe layers were attached to the pipe. The center section of pipe was lifted, and the ends swung first away from the excavation, then toward the excavation. The entire section rolled and slid into the trench, and struck Employee #1, knocking him into the trench. The pipe section then fell on top of Employee #1, killing him.",Fatality
0855610,12/04/2010,,Bruise/Contus/Abras,Snelson Companies Inc.,"On December 4, 2010, Employee #1 was welding two pieces of pipe together. Employee #1 was standing next to the pipe that was currently being welded. One of the pipes shifted and struck Employee #1, killing him. No additional details were available in the original narrative.",Fatality
0551800,11/09/2010,,Other,Industrial Contractors Inc,"On November 9, 2010, Employee #1 was working for his employer, a construction contracting company. Employee #1 collapsed and died. No additional details were provided in the original narrative.",Fatality
0316700,11/05/2010,,Other,Kinsley Construction,"At approximately 9:32 a.m. on November 5, 2010, Employee #1 was working as a flagger on a roadside construction project. The project was repairing and replacing a gas line on the southbound side of the road. The road had both northbound and southbound traffic while work was taking place. Traffic cones had been set up on the southbound side to stop traffic and then allow them to proceed in the northbound or opposing lane with caution. Two flaggers, including Employee #1, were in place on the northbound and southbound side to stop traffic, and both flaggers were in radio contact with one another. Three traffic signs were placed prior to the construction, warning traffic of a work zone with a truck on the South bound side shoulder of the road with yellow lights flashing. Employee #1 flagged down a vehicle to get it to stop, and the vehicle struck him. Employee #1 was transported to York Hospital for treatment of his injuries. Employee #1 later died from his injuries.",Fatality
0953210,10/23/2010,,Other,"Precision Pipeline, Llc","On the morning of October 23, 2010, a flatbed truck loaded with 24,000 lbs of large construction utility (gas) pipe spun out of control as it reach the bottom of a steep hill (300 ft). Despite the driver's efforts to avoid other vehicles and nearby workers by taking evasive action, the runaway truck slammed in a parked truck and a second van causing the struck vehicles to slam into an ATV and a bulldozer. The pipe load was then launched into other vehicles and striking several subcontractors working on preparing the pipeline for assembly and installation. In all, debris and accident victims were spread 7,400 ft over the excavation site, which consisted of several pipeline trenches. Seven male workers were injured, including some trapped and pinned in the wreckage, who were sent to the hospital. Five (ages ranging from 29 to 67) were treated for cuts and lacerations and released, but two were serious, one (age 67) received multiple fractures, while the second (age 49) suffered a concussion to the head.",Non Hospitalized injury
0626700,09/03/2010,,Fracture,"Troy Construction, Llc","On August 26, 2010, Employee #1 was loading water and ice onto company vehicles. The vehicles were pickup trucks with tools of the trade mounted in the beds. One vehicle, a Dodge Duramax diesel 3500, was left running, unattended, without the parking brakes set. The vehicle was parked on an incline without being chocked, and faced another vehicle parked at the bottom of the incline. The Dodge slid or rolled down the incline, striking Employee #1, pinning him against the vehicle at the bottom of the incline. He suffered blunt force injuries, including fractures of the pelvis and coccyx. He was treated and released. The employer was notified that Employee #1 died on September 3, 2010 from the injuries incurred on August 26, 2010.",Fatality
0418600,07/01/2010,,Other,"Price Gregory International, Inc.","On July 1, 2010, Employee #1 was working near four caterpillar pipe laying machines (booms) that were being used to position 13 sections of 80 ft-long natural gas pipe. The pipes were being positioned in 7-ft deep trench. The employee walked in a 23-in. wide opening between the end of the main pipe and a 160-ft long stationary pipe, while the booms were placing the main pipe into the trench. The movement of the booms caused the end of the main pipe to whip, and the employee was crushed between the main pipe and the stationary pipe. Employee #1 was killed. A catch-off tractor was not used on the end of the main pipe to keep it from whipping.",Fatality
0626000,06/14/2010,,Concussion,Select Energy Services Llc Dba Cactus Lease Svcs,"An oilfield construction was loading unused sections of steel pipeline onto a flatbed trailer and truck at a new oilfield compressor station. The crew was using a Caterpillar Wheel Loader rigged as a forklift. Employee #1 was standing up on the flatbed trailer, while two other employees watched. The trailer was equipped with no pipe stops and was parked, sloping to the side. The operator lowered the forks and three thirty foot long sections of pipe were dropped onto the trailer. The pipe tripped up Employee #1 who fell off the side of the trailer, and the heavy pipe followed him, fatally striking him in the torso and head.",Fatality
0950664,05/21/2010,,Burn/Scald(Heat),Brinderson Engineers & Constructors,"At 5:00 pm, on May 21, 2010, Employee #1, a contract welder of Brinderson Engineers & Constructors received thermal burns while welding a 20 in. pipe spool in an oil pipeline project. Employee #1 sweatshirt caught fire while arc welding a 20 in. pipe spool at a crude oil pipeline distribution construction project located in a crude oil production collection system. Welding sparks from the weld arc struck and landed on the employee's sweatshirt catching it on fire. Employee #1 received 1st and 2nd degree thermal burns to the right side of body between the arm pit and waist. Employee #1 was hospitalized at San Joaquin Medical Center Burn Unit, for more than 24 hours.",Hospitalized injury
