Event_Date,Report_ID,Summary
11/12/2017,0522500,"At 3:15 a.m. on November 12, 2017, a crew of employees were assigned the task  of flushing out the hose between the high pressure manifold trailer and the  pump truck after the pump truck had been shut down during a fracking stage.  The truck was not pumping properly and was turned off to prevent further  damage. The discharge line from the manifold had a blockage that prevented the  sand/water mixture from flowing to the pump. Employees split a hammer union in  the middle of the hose to investigate the section of hose that was obstructed  and determined that it was the hose attached to the manifold. The employees  pressurized the manifold and hose up to a pressure of approximately 80 p.s.i.,  and begun striking the hose with a hammer and sticking a rod up the end of the  hose to break up the blockage of sand when a rapid release of energy projected  sand from the hose and caused the hose to move and whip. An employee was  standing on the unsecured hose to keep it from moving. The movement of the  hose caused the employee to loose balance and the employee was struck in the  head by the hose. The employee was transported by EMS to a hospital where he  later died from the blunt force trauma injury sustained to the head."
11/11/2017,0950641,"At 5:30 p.m. on November 11, 2017, Employee #1 was working on a water drilling  rig. As he was tripping the tooling from a drill hole, using a wrench to free  up a tremie, Employee #1's pinky finger tip became pinched between the piping  and was amputated. Employee #1 was hospitalized and received treatment."
11/11/2017,0626600,"On November 11, 2017, an employee was walking in a hallway in an office  setting.  The employee tripped, fell, and sustained blunt force trauma to the  head.  The employee died 21 days later."
11/10/2017,0317700,"At 3:00 p.m. on November 10, 2017, Employee #1 was using a power swivel to  make a drill pipe connection on a work over rig. The elevators that were  supporting the pipe started to spin. The employee's gloved hand was caught by  the spinning elevators, resulting in a finger amputation and multiple  fractures to his arm. Employee #1 was hospitalized for treatment."
11/10/2017,0830500,"At 6:30 a.m. on November 10, 2017, Employee #1 was using an incorrect hoisting  device to hoist up into the rig derrick. The employee caught his foot between  two braces and could not shut the hoist off, resulting in the amputation of  his left big toe. Employee #1 was hospitalized for his injury."
11/09/2017,0627500,"At 1:30 a.m. on November 9, 2017, an employee was standing and counting the  staged sand boxes.  An industrial forklift truck going in reverse ran over the  employee.  The employee was killed by blunt force impacts to the head, torso  and extremities."
11/05/2017,0830500,"At 1:00 p.m. on November 5, 2017, an employee was picking up a mud motor to  trip in the hole.The employee was struck by a top drive plate when it fell off  the top drive 30 feet above the rig floor.The employee amputated his right  hand's index finger and was hospitalized."
11/03/2017,0418800,"ON November 3, 2017, an employee was using an oxygen-acetylene torch to loosen  valve studs on the belly of a fuel tanker.  The employee was caught in an  explosion when the fuel vapors that were in tanker ignited and suffered first,  second, and third degree burns to his hands, chest, face, and head.  The  employee was hospitalized."
11/03/2017,0855610,"At 7:30 p.m. on November 3, 2017, an employee was putting a rack back in a  stand against a fingerboard and the swivel got tangled up on a Kelly hose  clamp, placing tension on a tugger line.  The stand came out of a mousehole  and fell, landing on the employee's left foot and amputating the employee's  big toe from his left foot.  The employee was hospitalized."
11/02/2017,0627700,"At 5:00 p.m. on November 2, 2017, an employee was picking up trash around an  oil pumping unit. The employee was struck by a counterweight from the pumping  unit and suffered broken legs and ribs.  The employee was hospitalized."
11/01/2017,0950625,"At 6:00 am on November 1, 2017, an Employee #1 was attempting to deposit a  threaded cap protector in a trash can between the iron roughneck and stacks of  drill pipe. The iron roughneck swung out and the control box on the side, hit  the left side of Employee #1's head, resulting in severe laceration to  Employee# 1's left ear."
10/30/2017,0830500,"At 12:00 p.m. on October 30, 2017, Employee #1 was using a slick line oil  operation to retrieve tools. The slick line parted, and the employee was  struck in the neck. The employee sustained a laceration to his neck and was  hospitalized for treatment."
10/23/2017,0626000,"At 8:00 p.m. on October 23, 2017, an employee was standing at a shaker table  and washing off with a water pump.  The employee suffered first degree burns  to his face and right hand when he was struck by a flash arc.  The employee  was hospitalized."
10/20/2017,0830500,"At 6:15 p.m. on October 20, 2017, an employee was watching the BOP being  lowered into position and the employee placed his hand on top of the BOP  flange.  The employee's hand was crushed when the stud was hung up and  bottomed out on the pipe ram body. The employee amputated his left middle  finger and was hospitalized."
10/19/2017,0830500,"At 10:30 a.m. on October 19, 2017, an employee was picking up several pipe to  drill out plugs and the angle of the pipe wrangler was not set properly.  The  employee put his hand in the wrong area and the cables of a fast line elevator  wrapped around his fingers, partially amputating his middle finger.  No  hospitalization was required."
10/17/2017,0950647,"At 8:00 p.m. on October 17, 2017, an employee was working outdoors with a crew  tripping pipe on an oil drilling rig. The employee vomited at approximately  7:00 p.m. but did not report it to anyone. The employee  switched batteries  between a generator and a pump. The employee finished switching batteries at  8:00 p.m. and began to get leg cramps, which forced the employee to sit down  and stretch his legs. The employee vomited again. The temperature was 72  degrees Fahrenheit. The rig manager was on site in the trailer and was  notified. The rig manager took the employee to Memorial Occupational Medicine  clinic. The employee was transferred from the clinic to a hospital. The nature  of the employee's illness is uncertain."
10/16/2017,0626600,"At 3:30 p.m. on October 16, 2017, Employee #1 was working to unpin the floor  of a rig for removal. A cat-line was attached to a cable raising up the rig  floor, which snapped and released the rig floor. The floor was struck in the  back and became pinned for approximately 10 seconds. Employee #1 sustained a  spinal fracture and was hospitalized."
10/08/2017,0626000,"At 6:30 p.m. on October 8, 2017, an employee was descending a four rung fixed  ladder of a tractor trailer. The employee slipped, lost his footing, and fell  approximately 4 feet to the ground, sustaining a broken leg and ankle."
09/30/2017,0627700,"At 8:00 a.m. on September 30, 2017, an employee was cutting off valve bolts on  rear of tanker truck.  The tank had not been vented and the cutting torch  ignited flammable vapors.  The employee suffered second degree burns to his  abdomen and was hospitalized."
09/29/2017,0830100,"At 3:45 p.m. on September 29, 2017, an employee was adding scale remover to  the system and relieved the pressure on a hammer union.  The employee was  struck by some scale remover when the pressure shot it into the employee's  face and onto his body.  The employee suffered multiple chemical burns to his  face and body and was hospitalized."
09/27/2017,0626600,"At 10:00 a.m. on September 27, 2017, an employee was filling a tanker trailer  with used oil and it started to build up pressure due to a relief valve  malfunction. The employee tried to open the dome hatch on top of the trailer  and it blew open, knocking him off the ladder mounted to the side of the  trailer. The employee suffered a head and neck injury.  The employee was  hospitalized."
09/24/2017,0950624,"At 11:00 a.m. on September 24, 2017, Employee #1, a millwright, was  troubleshooting a pipe plug failure. The employee was struck in the arm,  causing a fracture. He was hospitalized for his injury."
09/24/2017,0830500,"At 8:15 p.m. on September 24, 2017, Employee #1 and a coworker were pushing a  pipe joint manually onto a pipe wrangler. The employee had his hand on the  pipe rack when the 30 foot, 240 pound pipe joint fell back onto his hand. The  employee sustained a partial amputation to his left ring finger."
09/16/2017,0316400,"At 11:00 a.m. on September 16, 2017, an employee was assisting coworkers patch  and repair a dike liner. Flammable condensate leaked out and the vapors were  ignited by an unapproved Dem Tech Demtacker heat gun that was used inside the  diked area. The employee sustained third degree burns."
09/16/2017,0316400,"At 11:00 a.m. on September 16, 2017, two employees were using a Demtech  Dematcker hot air gun to weld plastic liner pieces together inside the diked  area of a natural gas tank farm. The condensate ignited when the vapors  contacted the heat gun. Employee #1 sustained third degree burns to 56% of the  body and Employee #2 sustained third degree burns to the hands."
09/10/2017,0627510,"At 8:00 a.m. on September 10, 2017, an operator was tripping out a hole  pulling pipe. During work, the operator inadvertently placed too much pressure  on the block and the cable broke. A piece of metal sliver and rope struck the  employee in the leg. No specific injuries were listed in the report."
09/08/2017,0627500,"At 10:00 a.m. on September 8, 2017, an employee was attaching a tag rope to  the 4.75 inch Non Magnetic Drill Collar of the Bottom Hole Assembly  that was  attached to a 4.75 inch lifting sub before it was put on the 4.5 inch Elevator  Slim Hole F/XT43 250 TON MGG Extreme Bore.  The employee reached over to grab  the tag rope while the Non Magnetic Drill Collar was being lifted by the  elevators.  The NMDC slipped out of the elevators and struck the employee in  the head and chest.  The employee sustained a fatal strike to the head and  chest from the tubular, and was pronounced dead on the scene when EMS arrived."
08/31/2017,0627510,"At 7:00 a.m. on August 31, 2017, an employee was cutting bands from a pipe  that was being removed.  The employee was struck by a traveling block when the  tubing lines snapped and the block dropped, killing the employee."
08/28/2017,0627510,"At 5:30 p.m. on August 28, 2017, an employee was using a hammer to hit a pipe  wrench while on a ladder.  The employee was struck in the head by a spreader  beam pivot , crushing his skull.  The employee was killed due to blunt force  trauma."
08/27/2017,0627700,"At 1:30 a.m. on August 27, 2017, Employee #1 was holding a pair of tongs when  the crown caught the tong wire and pulled the employee into the air. The  employee fell 10 feet, and suffered broken ribs and a punctured lung. Employee  #1 was hospitalized for his injuries."
08/24/2017,0950647,"At 1:17 p.m. on August 24, 2017, an employee was performing regular job duties  as a Welder's Helper. The employee became dizzy and almost fainted.  The  employee was hospitalized."
08/24/2017,0830500,"At 7:30 p.m. on August 24, 2017, an employee was running hose for a water  supply.  A rough terrain forklift got stuck in in the mud and the employees on  site were attempting to pull it out. While attempting to remove a rough  terrain forklift from a irrigation pond, the forklift turned onto it's  drivers' side door and trapped the employee inside.  The water was  approximately 4 feet deep and the cab became filled.  This resulted in the  trapped employee drowning in the cab."
08/20/2017,0627510,"At 3:45 p.m. on August 20, 2017, an employee was power washing the BOP and was  struck in the head by the V door.  The employee was killed."
08/18/2017,0626000,"At 10:30 a.m. on August 18, 2017, an employee was inserting a plug into an oil  & gas line.  The employee was struck in the head when a casual plug was  ejected due to overpressure and the employee was killed due to blunt force  trauma."
08/15/2017,0950612,"At approximately 5:08 p.m. on August 15, 2017, a crew was in the process of  foaming a well.  The foaming is a maintenance process where a foaming agent is  forced, through a maintenance rig and under pressure, into an oil well to  clean it.  This requires repeated installation and removal of pipe sections as  the process moves to different levels of the well.  An employee was working as  a floor hand on the maintenance rig. The employees duties included the  assembly and disassembly and the installation and removal of sections of pipe  through which the pressurized foaming agent was injected. As the pipe sections  are inserted and removed, they are separated by the floor hand.  This is done  only when the pressure in the pipes are reduced to atmospheric.  The employee  separated the pipes while there was still pressure (approximately 500 psi)  inside.  This caused the contents to erupt from the pipe.  In an attempt to  flee this eruption, the employee climbed over the platform handrail and tried  to jump to the ground (approximately 6 feet) below.  This caused him to  fracture his left leg for which he was hospitalized."
08/15/2017,0317500,"At 8:00 a.m. on August 15, 2017, two employees were working from a JLB lift,  welding steel support beams.  The Unit C207 compressor was shut down which  caused a release of natural gas from an exhaust pipe that was located a few  feet below the JLG lift basket.   The gas ignited by the welding above and  both employees suffered burn injuries to their necks and head.  One employee  was hospitalized."
08/07/2017,0626000,"At approximately 4:00 p.m. on August 7, 2017, an employee was verifying the  position of the counter weight cylinders. The employee fell from the counter  weights to the crane deck and received facial injuries. The employee was  hospitalized and treated for his injuries."
08/04/2017,0950643,"At 10:52 a.m. on August 4, 2017, Employee #1 was on standby after connecting  piping and valves to Well Site #SPS-6. An oilfield service was on site testing  the well, while pressurized with nitrogen.  During the testing of the  pressurized wellhead, the piping and valves connected to the wellhead  ruptured. Employee #1 was struck by a two inch pipe fitting, fracturing his  arm. The employee was hospitalized due to injuries sustained."
08/04/2017,0627510,"At approximately 2:30 p.m. on August 4, 2017, an employee was mixing caustic  soda to adjust the pH of the mud. As the employee was mixing the powder with  water in a mixing barrel, the powder reacted violently with the water causing  the mixture to bubble out of the barrel onto the employee. The employee  suffered chemical burns to both knees, wrists, and left bicep and was  hospitalized."
08/01/2017,0950647,"At 8:00 p.m. on August 1, 2017, Employee #1 was assigned to work on a drilling  rig that was drilling for natural gas. The crews were engaged in tripping pipe  into the hole, which is the physical act of pulling the drill string out of  the wellbore and then running it back in. The previous Driller mentioned that  the clutch on the drilling rig was not working properly. Employee #1, the  Driller, and the Tool Pusher worked on greasing and repairing the clutch. The  Driller fully opened the discharge valve for the V-80 Parmac Hydromatic Brake,  preventing water from flowing through the brake system causing it to fail. The  Driller left the site without closing the discharge valve, and Employee #1 did  not check to ensure the discharge valve was properly set. The hydromatic brake  was not exerting enough braking force causing the blocks to continue to lower  rapidly. Employee #1 remained at his station while still trying to stop the  blocks with the brake. The employee yelled at the crew to get off the rig  floor, but he remained on the floor trying to stop the blocks. He was still at  the brake handle when the blocks stacked on the rig floor folded over towards  him. The blocks fell and pushed the weight indicator housing towards the brake  handle. The weight indicator housing caught Employee #1s right pinky finger  between the housing and the brake handle, severing the finger just past the  second knuckle."
07/29/2017,0627510,"At 6:30 p.m. on Jilu 29, 2017, an employee was rigging up and was caught  between the ST-80 and the rig leg.  The employee received a lacerated kidney,  broken ribs, collapsed lung, for which he was hospitalized."
07/29/2017,0627510,"At 7:30 p.m. on July 29, 2017, Employee #1 was removing a cap to replace a  swab. The cap with a plug attached, came out of the pump together, but came  apart while the employee was still holding the cap. The cap and plug are large  and heavy, and made of metal. The plug struck Employee #1's hand and broke his  finger. The employee was hospitalized for his injury."
07/29/2017,0625700,"At 8:15 p.m. on July 29, 2017, Employee #1 was using a sledge hammer to loosen  a piece of pipe. The hammer deflected and smashed his right pinky finger  between the head of the hammer and the tubing tongs. Employee #1 was  hospitalized for his injury."
07/26/2017,0830300,"At 10:45 a.m. on July 26, 2017, Employee #1, working on an oil well, was  holding a pipe wrench for backups while tripping tubing out of the well. The  employee's hand became caught between the tongs and the pipe wrench,  amputating his finger."
07/26/2017,0524530,"On July 26, 2017, an employee was assisting a coworker with completing a weld  on a 30 inch pipeline inside of a trench during a 90 degree day.  The employee  went back into the trench to remove some tools and began to feel ill.  The  employee also suffered with muscle cramps in his legs.  Emergency services  responded and the employee was transported to a local hospital.  The employee  was hospitalized for one day and treated for heat stress and exhaustion."
07/25/2017,0729700,"At 10:00 a.m. on July 25, 2017, an employee grabbed a chain and caught their  right middle finger between the chain and spinning pole.  The employee  amputated his finger."
07/25/2017,0729700,"At 10:00 a.m. on July 25, 2017, an employee was working for an oil or gas well  driller. He was walking on a drilling floor. He was helping take up slack in a  chain, when the chain tightened. His fingers were caught between the chain and  a chain pole. He sustained an amputation. The narrative did not state the  extent of the amputation."
07/21/2017,0419400,"At 4:30 p.m. on July 21, 2017, an employee was working for a firm that drilled  oil and gas wells. The employee and possibly some coworkers were raising a  derrick to replace a section of cable that was damaged. As the derrick was  being raised, the employee was holding onto the end of the cable. At that  time, the top of the derrick came into contact with an energized overhead  power line. The narrative stated that the line was energized at a high  voltage. It did not elaborate. He received an electric shock, burns, and he  was hospitalized."
07/18/2017,0830500,"At 2:45 a.m. on July 18, 2017, an employee was setting up the tongs to break  off the lifting sub. The employee was struck by the make-up tong when the  driller spun the rotary table to help remove the tong from the pipe. The tong  struck the floor and the employee in the ribs."
07/13/2017,0627510,"At approximately 12:30 p.m. on July 13, 2017, Employee #1 and coworkers were  unloading pipe racks and drill collars from the trailer of a semi-truck. When  the employees were about to begin unloading everything, they released the  straps and took the guards off the trailer. Because the pipe racks were placed  on top of the drill collars, the pipe racks were then lifted so that the  straps could be removed.  When the pipe racks were lifted, the load shifted  and the equipment began to roll off the side of the trailer, resulting in one  of the pipe racks falling on Employee #1's leg. His leg was so badly injured  that doctors decided to amputate his lower leg. Employee #1 was transported to  a medical center, where he was hospitalized for treatment, including the lower  leg amputation and post-operative care and then released."
07/08/2017,0627510,"At 4:00 p.m. on July 8, 2017, an employee was assisting other employees with  cleaning threads on casing pipes using a pressure washer.  The employee felt  ill due to heat and later died."
07/06/2017,0627510,"At 5:00 a.m. on July 6, 2017, an employee was standing on a platform looking  into the access hatch that housed the pressure hoses and lost his balance.  The employee fell onto a hose mount bracket and was stabbed, penetrating the  employee's thigh and buttocks.  The employee was hospitalized."
07/06/2017,0830500,"At 3:45 p.m. on July 6, 2017, an employee was in the back of a pick-up truck  helping layout hose. The employee was using a 2 by 4 as a brake to control the  rotation of a Bazooka reel of hose in the back of the pick-up and the truck  was driving forward laying out hose. The employee was struck in the face by  the bazooka reel that was tipping back and forth and was caught between the  drivers side of the truck bed and bazooka reel.  A coworker transported the  employee to the North Colorado Medical Center and was treated for fractured  ribs and other contusions. The employee was hospitalized and treated for his  injuries."
07/04/2017,0855610,"At 7:10 p.m. on July 4, 2017, an employee was working on a flow line to test  the blow out preventer and stepped out onto the drip pan platform to continue  working on the connection.  The employee fell approximately 15 feet from the  drip pan platform and struck the floor, suffering a fractured skull.  The  employee was hospitalized as well."
07/03/2017,0625700,"At 10:45 a.m. on July 3, 2017, an employee was operating a bucket truck to  remove a manhole cover that was stuck.  The employee was thrown from the  bucket when it was struck by the manhole cover when it was released. The  employee  fell 25 feet to the concrete pad and suffered severe head trauma.  The employee was hospitalized and treated for his injuries."
07/02/2017,0830500,"At 3:00 a.m. on July 2, 2017, an employee was working on an elevated platform  when a drill line broke and dropped the blocking configuration onto the rig  floor.  The employee tripped on a hole within the platform and fell  approximately 15 feet to the ground and landed on some iron piping.  The  employee sustained a broken rib and a chipped pelvis and was hospitalized."
07/01/2017,0626700,"At 11:45 a.m. on July 1, 2017, an employee was adjusting the gears to lower a  table and coworker energized the equipment.  The employee caught his finger  within the equipment and it was amputated.  The employee was not hospitalized."
07/01/2017,0830500,"At 4:00 a.m. on July 1, 2017, an employee was preparing the bales to rig down  casing tools.  The employee was using his hands to correct the alignment of  the bales on the rig floor when one of the bales that weighed approximately  600 lbs fell over and crushed the tip of his ring finger.  The employee  suffered a partial amputation of his finger and was hospitalized"
06/30/2017,0627510,"At approximately 10:45 a.m. on June 30, 2017, an employee was rolling pipes  with his feet. Three pipes rolled over his foot and fracture his right ankle.  The employee was hospitalized and treated for his injuries."
06/29/2017,0627510,"At 11:30 a.m. on June 29, 2017, an employee was performing routine checks of  the pumps by seeing how long the pumps had been running. While the employee  was checking the hours there was a malfunction in the pump that caused an  explosion. The employees was struck in the head with debris from the explosion  and was killed."
06/29/2017,0627510,"At 5:45 p.m. on June 29, 2017, an employee was getting ready to pull out when  he ran into a trailer which then slammed into another parked semi-truck.  A  coworker then jumped into the cab of the employee's truck and found him  hunched over with a laceration along his leg.  The employee was killed in the  collision."
06/29/2017,0627510,"On June 29, 2017, Employee #1, employed by a construction services company,  was working at a training site.  He was removing guardrails from the top of a  confined space training module when he fell, a fall height of 12 feet.  He hit  his head upon impact.  Employee #1 was killed by the fall."
06/27/2017,0636900,"At 10:45 a.m. on June 27, 2017, an employee was chaining up the pump jack to  position it in place.The pump jack was top heavy and when a coworker started  the draw works, the pump jack flipped over, striking the employee on the back.  The employee was killed when struck by a pump jack and the counter weights."
06/21/2017,0830500,"At 5:15 a.m. on June 21, 2017, an employee was disassembling a hammer union on  a pipe manifold while re-configuring a CBS unit for better alignment.  The  employee sustained a tibia fracture when the steel pipe manifold fell over  unexpectedly."
06/19/2017,0653510,"At 3:30 p.m. on June 19, 2017, an employee was hoisting a cylinder on a  drilling rig site with the lines attached to a gin pole truck.  The employee  was struck a glancing blow in the head by the gin poles when the hoist lines  broke and was knocked into a 12 foot pit.  The employee suffered multiple  injuries to the head, back, spine, and foot.  The employee was hospitalized."
06/18/2017,0627500,"At 7:15 a.m. on June 18, 2017, an employee working on high pressure pump.  The  employee placed hand in the value cylinder when the brake was released and the  plunger/value smashed his hand. The employee injured his wrist and first  knuckle of his left hand and was hospitalized."
06/10/2017,0626000,"At 10:00 p.m. on June 10, 2017, an employee was working in a confined space,  removing an obstruction from two well holes. He was unable to acclimatize to  the heat and began showing signs of heat illness to include cramps, nausea,  disorientation, and weakness. Despite complaining of such symptoms, the  employee was encouraged to continue work. No medical attention was provided.  After the job was complete, the employee was taken to his residence, where he  experienced convulsions approximately 1.5 hours of arrival and died."
06/10/2017,0830300,"At 3:30 p.m. on June 10, 2017, Employee #1 had just finished a rod trip. The  rod caught the tongs and slipped out of the fingers. Employee #1 ran away from  the falling sucker rod, tripped and broke his leg."
06/09/2017,0627510,"At 4:00 p.m. on June 9, 2017, Employee #1, employed by a pipeline construction  company, was performing service on a pipe's blind valve.  He was removing the  blind from the valve when the valve failed.  Pressurized water propelled the  blind into Employee #1's chest.  The force of the impact caused chest trauma,  and Employee #1 was killed."
06/04/2017,0627510,"At 6:00 p.m. on June 4, 2017, an employee was standing on top of a tanker  truck to fill it with HCL. During filling, the employee breathed in the HCL  vapors, which made him ill.  The employee descended from where he was standing  to get some fresh air. Once he was feeling better, the employee accessed the  tanker truck again, going back to work. However, the employee began to feel  nauseous and began vomiting. The employee decided to go to the hospital, which  he drove himself. He was admitted to the hospital, where he was treated for  overexposure to the HCL vapors."
06/01/2017,0316400,"At 4:00 p.m. on June 1, 2017, an employee removed a section of the gun setting  tool that had just come up out of the well hole after setting off explosives  in the hole for fracturing.  The employee picked up a three foot section of  the sleeve and banged one end on the ground to dislodge the mandrel inside.  The employee did not realize that one of his fingers was partially inside a  hole in the side of the sleeve and, when the mandrel came down, it cut off the  end of his right middle finger that was inside the hole.  The employee was  hospitalized."
05/30/2017,0830500,"At 7:30 a.m. on May 30, 2017, Employee #1 was manually loosening bolts on a  wellhead flange while a coworker hit the bolts to heat them up and loosen them  with a 15 pound sledgehammer. The employee placed his hand on top of a bolt  and the coworker accidentally hit his hand while trying to hit the bolt.  Employee #1 sustained a fractured left middle finger and was hospitalized for  his injury."
05/29/2017,0627700,"At 1:30 p.m. on May 29, 2017, an employee was changing a seal on a power  swivel.  The rigging chain on the tong broke, striking the employee in the  side of his head. The employee suffered a fractured skull and was killed."
05/29/2017,0627510,"At 3:00 a.m. on May 29, 2017, an employee was connecting a wire cable to the  block of a drilling rig. The employee connecting a rope cable from a winch on  a pickup truck to the block of a drilling rig was entangled. The employee was  caught in between the cord and the winch and was killed.."
05/25/2017,0830500,"At 3:15 p.m. on May 25, 2017, an employee was welding on polycoated 2 in. pipe  in a trench at an oil and gas production tank battery.  An explosion occurred  and the employee received significant burns to the back, arms, and head."
05/25/2017,0830500,"At 3:15 p.m. on May 25, 2017, two employees were preparing hot plates to use  during fusion of plastic piping.  Other workers at the site were backfilling a  trench.  Other workers at the site were welding and using oxyacetylene torches  to connect steel piping in a trench.  The piping was connected to a crude oil  tank that had been partially emptied, but not washed out or vented.  Flammable  vapors ignited and three crude oil tanks exploded.  Flash fire spread to area  of trench, resulting in 4th degree burns and killing one worker. Three workers  sustained third degree burns and were hospitalized. Two workers sustained  first and second degree burns, and were treated and released."
05/25/2017,0830500,"At 3:30 p.m., an employee at an oil and gas production tank battery was  injured in an explosion."
05/24/2017,0316400,"At approximately 10:48 on May 24, 2017, Employee #1, the owner, and another  employee were in the process of neutralizing an empty MP85 odorant tank. The  odorant tank had previously been filed with tertiary butyl mercaptan.  The  odorant tank was filled with 6% sodium hypochlorite solution.  The group was  in the process of setting up the equipment to drain the odorant tank when the  odorant tank exploded.  The owner and Employee #1 were standing at the base of  the tank while the other employee was standing on a ladder.  Employee #1 and  the owner received fatal injuries, and the other employee was lift-flighted to  the hospital.  Employee #1 and the owner were pronounced dead at the scene."
05/23/2017,0627700,"At approximately 5:15 a.m. on May 23, 2017, Employee #1 and #2 were in an area  with flammable gas and production liquids. One of the employees was tightening  a bolt, when the bolt broke. Flammable material was released from the broken  bolt that ignited and produced a fire. The fire burned all of the employees.  Employee #1 received severe burns, whereas Employee #2 received less severe  burns. Both employee were transported to a medical center. At the hospital,  Employee #1 underwent burn treatment for his serious burns and was then  hospitalized. Employee #2 also underwent burn treatment at the hospital, but  was then released."
05/22/2017,0627510,"At 3:00 p.m. on May 22, 2017, an employee hit his right elbow as he slipped on  the second step of a stairwell. The employee had mud on bottom of boots due to  wet conditions from the previous day  and was swatting at bugs. The employee  did not want go to the hospital,  but his coworkers took him anyway. After  being admitted to the hospital and treated for his elbow, the employee was  released. However, while getting ready to leave, he started feeling dizzy and  had trouble catching his breath. The employee gasped for air and then suffered  a seizure/heart attack and later died."
05/19/2017,0552652,"At 3:00 p.m. on May 19, 2017, Employee #1 and Employee #2 were enlarging a  hole that was cut into the fender of a hot oil tanker truck.  Both employees  suffered first and second degree burns when combustible vapors in the area  ignited, burning each employee.  Hospitalization was not required."
05/11/2017,0627510,"At 7:30 a.m. on May 11, 2017, an employee was operating tongs while tripping  pipe out of a well hole while the well was being serviced. The safety pin  connecting the adjustable bar from the tongs broke, struck the employee, and  knocked the employee off the platform approximately 14 feet to the ground. The  employee sustained fractured ribs, a possible fractured back, and a possible  lacerated liver."
05/08/2017,0830500,"At 6:00 a.m. on May 8, 2017, an employee was turning off a diesel powered  light stand when an ignition source ignited flammable vapors from a nearby  open flowback tank.  The explosion resulted in the employee with burns on 30  percent of his body. The employee was hospitalized and treated for burn."
